time_s,ref_position,cur_position
0.004144294000000001,0.0,0.0
0.014176586000000001,0.0,0.0
0.024124325000000002,0.0,0.0
0.03418357,0.0,0.0
0.044160261000000006,0.0,0.0
0.054203078,0.0,0.0
0.06419963100000001,0.0,0.0
0.07416660800000001,0.0,0.0
0.084180425,0.0,0.0
0.094243695,0.0,0.0
0.104209827,0.0,0.0
0.114190074,0.0,0.0
0.12419550400000001,0.0,0.0
0.134206295,0.0,0.0
0.14426362,0.0,0.0
0.154181955,0.0,0.0
0.164195576,0.0,0.0
0.174188312,0.0,0.0
0.184212168,0.0,0.0
0.19417225700000001,0.0,0.0
0.20417162100000003,0.0,0.0
0.21418420500000002,0.0,0.0
0.224183343,0.0,0.0
0.23420037600000002,0.0,0.0
0.244231101,0.0,0.0
0.25423890600000004,0.0,0.0
0.264236316,0.0,0.0
0.27423031000000003,0.0,0.0
0.284179297,0.0,0.0
0.29419963200000004,0.0,0.0
0.30420626500000003,0.0,0.0
0.31424909700000003,0.0,0.0
0.32422053300000003,0.0,0.0
0.33418050200000005,0.0,0.0
0.34423082800000004,0.0,0.0
0.35422589400000004,0.0,0.0
0.36444294800000004,0.0,0.0
0.374399549,0.0,0.0
0.384196492,0.0,0.0
0.394203075,0.0,0.0
0.40428995700000003,0.0,0.0
0.414195868,0.0,0.0
0.42453243900000004,0.0,0.0
0.434346055,0.0,0.0
0.44431468500000004,0.0,0.0
0.45424277900000004,0.0,0.0
0.46433997400000004,0.0,0.0
0.47423740900000005,0.0,0.0
0.484198334,0.0,0.0
0.49423788500000004,0.0,0.0
0.5043782920000001,0.0,0.0
0.514270332,0.0,0.0
0.524330421,0.0,0.0
0.5342493030000001,0.0,0.0
0.544228387,0.0,0.0
0.5542074730000001,0.0,0.0
0.5641811440000001,0.0,0.0
0.5742527660000001,0.0,0.0
0.584172311,0.0,0.0
0.594198087,0.0,0.0
0.6041805530000001,0.0,0.0
0.614276035,0.0,0.0
0.624208662,0.0,0.0
0.634180348,0.0,0.0
0.6441948070000001,0.0,0.0
0.654185203,0.0,0.0
0.6641969470000001,0.0,0.0
0.6741933290000001,0.0,0.0
0.684178947,0.0,0.0
0.6941926580000001,0.0,0.0
0.7041989710000001,0.0,0.0
0.714212521,0.0,0.0
0.724207622,0.0,0.0
0.7341750210000001,0.0,0.0
0.744215323,0.0,0.0
0.75443747,0.0,0.0
0.7647256840000001,0.0,0.0
0.774607467,0.0,0.0
0.784248421,0.0,0.0
0.794568201,0.0,0.0
0.804693571,0.0,0.0
0.814565948,0.0,0.0
0.8246695420000001,0.0,0.0
0.834582648,0.0,0.0
0.844786942,0.0,0.0
0.85458113,0.0,0.0
0.864691898,0.0,0.0
0.8746339790000001,0.0,0.0
0.884688244,0.0,0.0
0.894616696,0.0,0.0
0.9042336550000001,0.0,0.0
0.91433034,0.0,0.0
0.9246799950000001,0.0,0.0
0.9345822520000001,0.0,0.0
0.94470317,0.0,0.0
0.954566581,0.0,0.0
0.96470107,0.0,0.0
0.9745916550000001,0.0,0.0
0.9846700730000001,0.0,0.0
0.9945639820000001,0.0,0.0
1.004686682,0.0,0.0
1.014323445,0.0,0.0
1.0247006600000002,0.0,0.0
1.034531495,0.0,0.0
1.044747409,0.0,0.0
1.0545876280000002,0.0,0.0
1.0646926970000001,0.0,0.0
1.074585294,0.0,0.0
1.084676773,0.0,0.0
1.0945825980000001,0.0,0.0
1.104237959,0.0,0.0
1.114338042,0.0,0.0
1.1244973580000002,0.0,0.0
1.1345705590000001,0.0,0.0
1.1446903400000001,0.0,0.0
1.1546776010000002,0.0,0.0
1.16513763,0.0,0.0
1.1746693270000002,0.0,0.0
1.184696169,0.0,0.0
1.194717524,0.0,0.0
1.2046681650000002,0.0,0.0
1.2146899530000002,0.0,0.0
1.224738354,0.0,0.0
1.234542714,0.0,0.0
1.244726389,0.0,0.0
1.254571456,0.0,0.0
1.2644937920000001,0.0,0.0
1.274333382,0.0,0.0
1.284333532,0.0,0.0
1.294358998,0.0,0.0
1.304480936,0.0,0.0
1.314385474,0.0,0.0
1.3247946460000002,0.0,0.0
1.3346588400000001,0.0,0.0
1.344702482,0.0,0.0
1.3547408760000001,0.0,0.0
1.364445672,0.0,0.0
1.374534151,0.0,0.0
1.384702697,0.0,0.0
1.394356858,0.0,0.0
1.404480414,0.0,0.0
1.414365949,0.0,0.0
1.4242874460000001,0.0,0.0
1.4344621770000001,0.0,0.0
1.444284351,0.0,0.0
1.4545010580000002,0.0,0.0
1.4647583990000002,0.0,0.0
1.474627213,0.0,0.0
1.48476611,0.0,0.0
1.494615696,0.0,0.0
1.504689304,0.0,0.0
1.5142989980000001,0.0,0.0
1.524609173,0.0,0.0
1.5345476610000002,0.0,0.0
1.5446148290000001,0.0,0.0
1.554576403,0.0,0.0
1.564694937,0.0,0.0
1.574586526,0.0,0.0
1.5847135710000002,0.0,0.0
1.594387999,0.0,0.0
1.604786182,0.0,0.0
1.614571742,0.0,0.0
1.6247298620000001,0.0,0.0
1.634641307,0.0,0.0
1.6446766830000001,0.0,0.0
1.654539728,0.0,0.0
1.664665853,0.0,0.0
1.674543904,0.0,0.0
1.684242076,0.0,0.0
1.694544363,0.0,0.0
1.7045913620000002,0.0,0.0
1.714477115,0.0,0.0
1.724659332,0.0,0.0
1.7345649200000002,0.0,0.0
1.744667572,0.0,0.0
1.7545455380000001,0.0,0.0
1.7646461610000002,0.0,0.0
1.7744178650000002,0.0,0.0
1.7846601430000002,0.0,0.0
1.794564325,0.0,0.0
1.80472217,0.0,0.0
1.814519334,0.0,0.0
1.824635679,0.0,0.0
1.8344496810000002,0.0,0.0
1.8446914680000002,0.0,0.0
1.85453738,0.0,0.0
1.864645077,0.0,0.0
1.874500166,0.0,0.0
1.884581778,0.0,0.0
1.8944895720000001,0.0,0.0
1.9046862530000002,0.0,0.0
1.9145714770000002,0.0,0.0
1.9246505090000001,0.0,0.0
1.934485196,0.0,0.0
1.944683337,0.0,0.0
1.9545398500000002,0.0,0.0
1.9646853180000001,0.0,0.0
1.9746115780000002,0.0,0.0
1.9846803380000002,0.0,0.0
1.9945560830000002,0.0,0.0
2.004443036,0.0,0.0
2.014291898,0.0,0.0
2.0246810600000003,0.0,0.0
2.0345751080000003,0.0,0.0
2.0444617910000003,0.0,0.0
2.054552084,0.0,0.0
2.064665891,0.0,0.0
2.0745566980000003,0.0,0.0
2.084685774,0.0,0.0
2.094352585,0.0,0.0
2.104471045,0.0,0.0
2.114650224,0.0,0.0
2.1244804800000003,0.0,0.0
2.1345634870000003,0.0,0.0
2.144294447,0.0,0.0
2.154356721,0.0,0.0
2.164300827,0.0,0.0
2.17430529,0.0,0.0
2.184314302,0.0,0.0
