time_s,ref_joint1,cur_joint1,ref_joint2,cur_joint2,ref_joint3,cur_joint3
0.03990185,0.0,0.0,0.0,0.0,0.0,0.0
0.050344780000000006,0.0,0.0,0.0,0.0,0.0,0.0
0.060053845,0.0,0.0,0.0,0.0,0.0,0.0
0.069990521,0.0,0.0,0.0,0.0,0.0,0.0
0.080308668,0.0,0.0,0.0,0.0,0.0,0.0
0.089843748,0.0,0.0,0.0,0.0,0.0,0.0
0.10016952800000001,0.0,0.0,0.0,0.0,0.0,0.0
0.111120041,0.0,0.0,0.0,0.0,0.0,0.0
0.120116787,0.0,0.0,0.0,0.0,0.0,0.0
0.129812019,0.0,0.0,0.0,0.0,0.0,0.0
0.140397882,0.0,0.0,0.0,0.0,0.0,0.0
0.154982097,0.0,0.0,0.0,0.0,0.0,0.0
0.15998942300000002,0.0,0.0,0.0,0.0,0.0,0.0
0.169922978,0.0,0.0,0.0,0.0,0.0,0.0
0.180689137,0.0,0.0,0.0,0.0,0.0,0.0
0.192790389,0.0,0.0,0.0,0.0,0.0,0.0
0.20037010500000002,0.0,0.0,0.0,0.0,0.0,0.0
0.21007571300000003,0.0,0.0,0.0,0.0,0.0,0.0
0.21990626400000002,0.0,0.0,0.0,0.0,0.0,0.0
0.230297627,0.0,0.0,0.0,0.0,0.0,0.0
0.24005790700000001,0.0,0.0,0.0,0.0,0.0,0.0
0.250193738,0.0,0.0,0.0,0.0,0.0,0.0
0.260189959,0.0,0.0,0.0,0.0,0.0,0.0
0.270139377,0.0,0.0,0.0,0.0,0.0,0.0
0.280119339,0.0,0.0,0.0,0.0,0.0,0.0
0.289940244,0.0,0.0,0.0,0.0,0.0,0.0
0.299730895,0.0,2.48594729847786e-13,0.0,6.355081201830839e-25,0.0,3.1509517217642724e-14
0.309558867,0.0,2.0688536570211535e-13,0.0,1.3251489012016103e-23,0.0,3.7539416020138106e-15
0.32000620900000004,0.0,1.6419058963100801e-13,0.0,1.1020221185147439e-23,0.0,3.7539416020138106e-15
0.32988570500000003,0.0,1.138365406921088e-13,0.0,8.717365808851777e-24,0.0,3.7539416020138106e-15
0.33982694500000005,0.0,6.873869976947495e-14,0.0,6.0333233768224606e-24,0.0,3.7539416020138106e-15
0.350028763,0.0,4.58476182975432e-14,0.0,3.672534055647368e-24,0.0,3.755676325489787e-15
0.35981497500000004,0.0,2.586453071500205e-14,0.0,2.453464305890004e-24,0.0,3.7539416020138106e-15
0.36961967,0.0,1.8616144131736133e-14,0.0,1.4145327187768949e-24,0.0,3.7539416020138106e-15
0.37941930700000004,0.0,1.27545465083742e-14,0.0,1.0298855218977136e-24,0.0,3.7539416020138106e-15
0.38967097300000003,0.0,8.017465710140973e-15,0.0,7.187225918845196e-25,0.0,3.7539416020138106e-15
0.400356031,0.0,5.4378492041061314e-15,0.0,4.703506233442024e-25,0.0,3.7539416020138106e-15
0.409653239,0.0,3.574785384927685e-15,0.0,3.339942902435203e-25,0.0,3.7539416020138106e-15
0.420060139,0.0,1.9157807240442765e-15,0.0,2.346682713252704e-25,0.0,3.7539416020138106e-15
0.429613683,0.0,8.654293383213923e-16,0.0,1.4726341979910723e-25,0.0,3.7539416020138106e-15
0.440454002,0.0,2.9603678649238477e-16,0.0,9.214769282952983e-26,0.0,3.7539416020138106e-15
0.45015375500000004,0.0,1.346037986384763e-17,0.0,6.232979831806533e-26,0.0,3.7539416020138106e-15
0.45957294200000004,0.0,-1.8528292366914402e-16,0.0,4.737482595889409e-26,0.0,3.7539416020138106e-15
0.469514458,0.0,-4.485697847795577e-16,0.0,3.6531476756420454e-26,0.0,3.7539416020138106e-15
0.479888878,0.0,-5.397925731949536e-16,0.0,2.2814131631415742e-26,0.0,3.7539416020138106e-15
0.489797843,0.0,-6.380599510273403e-16,0.0,1.787024789375833e-26,0.0,3.7539416020138106e-15
0.49970329100000005,0.0,-7.557263378939931e-16,0.0,1.2512902434151956e-26,0.0,3.7539416020138106e-15
0.5095183360000001,0.0,-8.090909301396436e-16,0.0,6.322155472686715e-27,0.0,3.7539416020138106e-15
0.519845562,0.0,-8.231058918352308e-16,0.0,3.517297353671232e-27,0.0,3.7539416020138106e-15
0.529785527,0.0,-8.339642882778056e-16,0.0,2.72952074700891e-27,0.0,3.7539416020138106e-15
0.539491249,0.0,-8.449178083593018e-16,0.0,2.1039675306782585e-27,0.0,3.7539416020138106e-15
0.5497889570000001,0.0,-8.555299932495814e-16,0.0,1.4748786921557007e-27,0.0,3.7539416020138106e-15
0.559907031,0.0,-8.583738577919253e-16,0.0,8.799847397957384e-28,0.0,3.7539416020138106e-15
0.569827382,0.0,-8.646442459393241e-16,0.0,6.741487621699165e-28,0.0,3.7539416020138106e-15
0.5795556820000001,0.0,-8.663829817980915e-16,0.0,3.0525570728774784e-28,0.0,3.7539416020138106e-15
0.5896249610000001,0.0,-8.677602576212871e-16,0.0,1.6974373750438911e-28,0.0,3.7539416020138106e-15
0.600500295,0.0,-8.681278689119154e-16,0.0,5.371229633020208e-29,0.0,3.7539416020138106e-15
0.6098430530000001,0.0,-8.682242878923728e-16,0.0,-1.3600339488279343e-29,0.0,3.7539416020138106e-15
0.6199755680000001,0.0,-8.679834560212805e-16,0.0,-5.938745817145225e-29,0.0,3.752206878537834e-15
0.629529557,0.0,-8.677261231861548e-16,0.0,-9.138272770750081e-29,0.0,3.7539416020138106e-15
0.6403254660000001,0.0,-8.671817835153651e-16,0.0,-1.1922064875440862e-28,0.0,3.7539416020138106e-15
0.650895379,0.0,-8.664538552458998e-16,0.0,-1.3739490334173752e-28,0.0,3.752206878537834e-15
0.659445002,0.0,-8.658471130703743e-16,0.0,-1.4545109237323363e-28,0.0,3.7539416020138106e-15
0.669443118,0.0,-8.649424590266919e-16,0.0,-1.4996527956988287e-28,0.0,3.7539416020138106e-15
0.68139149,0.0,-8.640533251785154e-16,0.0,-1.4565357983276164e-28,0.0,3.7539416020138106e-15
0.6896740060000001,0.0,-8.635058212832367e-16,0.0,-1.5157901627028494e-28,0.0,3.7539416020138106e-15
0.699889207,0.0,-8.627778218072993e-16,0.0,-1.4971796609089925e-28,0.0,3.7539416020138106e-15
0.7098785200000001,0.0,-8.616033141966493e-16,0.0,-1.6312966074112586e-28,0.0,3.7539416020138106e-15
0.7197421260000001,0.0,-8.607025403012357e-16,0.0,-1.4478166319868893e-28,0.0,3.7539416020138106e-15
0.7299621030000001,0.0,-8.601866016617829e-16,0.0,-1.4081371788251652e-28,0.0,3.7539416020138106e-15
0.740962568,0.0,-8.595496591411055e-16,0.0,-1.5775359582023902e-28,0.0,3.7539416020138106e-15
0.7496368290000001,0.0,-8.589425348703269e-16,0.0,-1.719798143921956e-28,0.0,3.7539416020138106e-15
0.7597876720000001,0.0,-8.57775560663098e-16,0.0,-1.7604940066118306e-28,0.0,3.7539416020138106e-15
0.7704042560000001,0.0,-8.570807288602737e-16,0.0,-1.5912594127623645e-28,0.0,3.7539416020138106e-15
0.78200563,0.0,-8.563784107098202e-16,0.0,-1.6832793825402145e-28,0.0,3.7539416020138106e-15
0.7895851580000001,0.0,-8.555251755000269e-16,0.0,-1.810351277305912e-28,0.0,3.7539416020138106e-15
0.7995658010000001,0.0,-8.545980613786884e-16,0.0,-1.6819466390186985e-28,0.0,3.7539416020138106e-15
0.8100858870000001,0.0,-8.538062093579925e-16,0.0,-1.6237818695095026e-28,0.0,3.7539416020138106e-15
0.8202659870000001,0.0,-8.530067257424756e-16,0.0,-1.657723495884411e-28,0.0,3.7539416020138106e-15
0.829523984,0.0,-8.523010589492921e-16,0.0,-1.6749035132120744e-28,0.0,3.755676325489787e-15
0.8415286890000001,0.0,-8.512766065611362e-16,0.0,-1.6913519179021136e-28,0.0,3.755676325489787e-15
0.849673224,0.0,-8.502631601249981e-16,0.0,-1.6641558611574214e-28,0.0,3.755676325489787e-15
0.8607893830000001,0.0,-8.4978226256496325e-16,0.0,-1.4877683634945012e-28,0.0,3.755676325489787e-15
0.869675873,0.0,-8.489076874738287e-16,0.0,-1.7025088300699488e-28,0.0,3.755676325489787e-15
0.879989792,0.0,-8.481195257327017e-16,0.0,-1.6209074190675047e-28,0.0,3.755676325489787e-15
0.889722662,0.0,-8.473250707531096e-16,0.0,-1.6448655060931958e-28,0.0,3.755676325489787e-15
0.8996338730000001,0.0,-8.462329934886457e-16,0.0,-1.6324061838004687e-28,0.0,3.7539416020138106e-15
0.9097617640000001,0.0,-8.456830542747833e-16,0.0,-1.4888107730769008e-28,0.0,3.7539416020138106e-15
0.920059999,0.0,-8.454044172273416e-16,0.0,-1.638425437100408e-28,0.0,3.7539416020138106e-15
0.929705895,0.0,-8.442338659399906e-16,0.0,-1.911169135810966e-28,0.0,3.7539416020138106e-15
0.939913281,0.0,-8.4327862903056e-16,0.0,-1.7046254270788304e-28,0.0,3.7539416020138106e-15
0.9509685920000001,0.0,-8.425762527100059e-16,0.0,-1.6383693443907777e-28,0.0,3.7539416020138106e-15
0.9598700670000001,0.0,-8.417541364933842e-16,0.0,-1.7344966005162764e-28,0.0,3.7539416020138106e-15
0.969693832,0.0,-8.411395968486156e-16,0.0,-1.6815489344851825e-28,0.0,3.7539416020138106e-15
0.97946818,0.0,-8.401926732037355e-16,0.0,-1.765618906193845e-28,0.0,3.7539416020138106e-15
0.989577994,0.0,-8.391651858153163e-16,0.0,-1.6750893654517078e-28,0.0,3.7539416020138106e-15
0.999490991,0.0,-8.383937150983024e-16,0.0,-1.5637934850842151e-28,0.0,3.7539416020138106e-15
1.009615768,0.0,-8.379158756282027e-16,0.0,-1.5820650232078599e-28,0.0,3.7539416020138106e-15
1.01969138,0.0,-8.36876564133546e-16,0.0,-1.7449416408284176e-28,0.0,3.7539416020138106e-15
1.029791195,0.0,-8.358787625247313e-16,0.0,-1.619168304327723e-28,0.0,3.7539416020138106e-15
1.040481164,0.0,-8.354058031160409e-16,0.0,-1.528554985633005e-28,0.0,3.7539416020138106e-15
1.049761443,0.0,-8.342562580384036e-16,0.0,-1.7139502983870673e-28,0.0,3.7539416020138106e-15
1.0596066450000001,0.0,-8.334001340332107e-16,0.0,-1.5001646115815496e-28,0.0,3.752206878537834e-15
1.069576078,0.0,-8.325052894647795e-16,0.0,-1.4590744147355618e-28,0.0,3.752206878537834e-15
1.079869326,0.0,-8.320722982179721e-16,0.0,-1.4148314705706122e-28,0.0,3.7539416020138106e-15
1.089760469,0.0,-8.313406320555271e-16,0.0,-1.6126449388648404e-28,0.0,3.7539416020138106e-15
1.099552611,0.0,-8.303544899250042e-16,0.0,-1.633769982942338e-28,0.0,3.7539416020138106e-15
1.109467454,0.0,-8.293205621018064e-16,0.0,-1.5188627431878762e-28,0.0,3.7539416020138106e-15
1.119846329,0.0,-8.287986803961369e-16,0.0,-1.397298767321883e-28,0.0,3.7539416020138106e-15
1.129965917,0.0,-8.28158980437818e-16,0.0,-1.553920927448043e-28,0.0,3.7539416020138106e-15
1.1398194830000001,0.0,-8.270925152414074e-16,0.0,-1.6280769340267292e-28,0.0,3.7539416020138106e-15
1.149584995,0.0,-8.261783631585087e-16,0.0,-1.4761285243931108e-28,0.0,3.7539416020138106e-15
1.159764053,0.0,-8.256590502605333e-16,0.0,-1.4079686599550313e-28,0.0,3.7539416020138106e-15
1.169913691,0.0,-8.251214214047696e-16,0.0,-1.5584121960783541e-28,0.0,3.7539416020138106e-15
1.179620857,0.0,-8.2403934474196665e-16,0.0,-1.6840521619303999e-28,0.0,3.7539416020138106e-15
1.189533718,0.0,-8.22899146652448e-16,0.0,-1.5106370963953983e-28,0.0,3.7539416020138106e-15
1.199577751,0.0,-8.224846048106348e-16,0.0,-1.334144876291752e-28,0.0,3.7539416020138106e-15
1.209655828,0.0,-8.217009955663758e-16,0.0,-1.5245374957690131e-28,0.0,3.7539416020138106e-15
1.2200532530000001,0.0,-8.210529796693929e-16,0.0,-1.5307274346102737e-28,0.0,3.7539416020138106e-15
1.229484628,0.0,-8.198124105674489e-16,0.0,-1.604167476732134e-28,0.0,3.7539416020138106e-15
1.24005225,0.0,-8.193055805687118e-16,0.0,-1.3522519881463947e-28,0.0,3.7539416020138106e-15
1.2507812010000001,0.0,-8.184397893135373e-16,0.0,-1.5136586397368988e-28,0.0,3.7539416020138106e-15
1.259544483,0.0,-8.173504092400777e-16,0.0,-1.4921031503168308e-28,0.0,3.7539416020138106e-15
1.26964729,0.0,-8.164589469377176e-16,0.0,-1.2785483343633965e-28,0.0,3.755676325489787e-15
1.2804069530000002,0.0,-8.159314787090208e-16,0.0,-1.2310079573924128e-28,0.0,3.7539416020138106e-15
1.2897070160000002,0.0,-8.152756132850516e-16,0.0,-1.3934180184839427e-28,0.0,3.7539416020138106e-15
1.299568116,0.0,-8.145906427341568e-16,0.0,-1.428234498536089e-28,0.0,3.7539416020138106e-15
1.309442499,0.0,-8.138013461256574e-16,0.0,-1.468544212272114e-28,0.0,3.7539416020138106e-15
1.319926892,0.0,-8.129171254306035e-16,0.0,-1.4532424581227143e-28,0.0,3.7539416020138106e-15
1.329638671,0.0,-8.124828422760806e-16,0.0,-1.42581721571464e-28,0.0,3.7539416020138106e-15
1.339528772,0.0,-8.114563137484127e-16,0.0,-1.5809677246220452e-28,0.0,3.7539416020138106e-15
1.3494665540000002,0.0,-8.107383261176278e-16,0.0,-1.4480913177452075e-28,0.0,3.7539416020138106e-15
1.3596281920000002,0.0,-8.096767698665477e-16,0.0,-1.4657966324652024e-28,0.0,3.7539416020138106e-15
1.3694359360000001,0.0,-8.09170037631449e-16,0.0,-1.3307528321772e-28,0.0,3.7539416020138106e-15
1.3798476610000001,0.0,-8.085574519683686e-16,0.0,-1.4617690314690026e-28,0.0,3.7539416020138106e-15
1.3894438180000002,0.0,-8.078131097948075e-16,0.0,-1.559958236341211e-28,0.0,3.7539416020138106e-15
1.399564193,0.0,-8.068714029463408e-16,0.0,-1.5516560338334437e-28,0.0,3.7539416020138106e-15
1.409561179,0.0,-8.062380756349196e-16,0.0,-1.4714930517582138e-28,0.0,3.7539416020138106e-15
1.4199550600000002,0.0,-8.054117739734366e-16,0.0,-1.5386509511427259e-28,0.0,3.7539416020138106e-15
1.4303889390000002,0.0,-8.04396356375858e-16,0.0,-1.5182320011310893e-28,0.0,3.7539416020138106e-15
1.4399010360000002,0.0,-8.036942763442258e-16,0.0,-1.4102371646882764e-28,0.0,3.7539416020138106e-15
1.4495046980000001,0.0,-8.027498085147378e-16,0.0,-1.4179976993991848e-28,0.0,3.7539416020138106e-15
1.460677347,0.0,-8.02584116347174e-16,0.0,-1.3250373943259878e-28,0.0,3.7539416020138106e-15
1.46957887,0.0,-8.017562849650431e-16,0.0,-1.6776241299997644e-28,0.0,3.7539416020138106e-15
1.4798661100000001,0.0,-8.008785721113787e-16,0.0,-1.5968253503016437e-28,0.0,3.7539416020138106e-15
1.4896148800000002,0.0,-8.000296710134597e-16,0.0,-1.5476019513005086e-28,0.0,3.7539416020138106e-15
1.500067188,0.0,-7.995683004253598e-16,0.0,-1.500544260521837e-28,0.0,3.7539416020138106e-15
1.51147391,0.0,-7.984991580049495e-16,0.0,-1.6646171213791022e-28,0.0,3.7539416020138106e-15
1.5198579840000002,0.0,-7.979229783044216e-16,0.0,-1.5689436624967496e-28,0.0,3.7539416020138106e-15
1.5296164730000001,0.0,-7.969597297779536e-16,0.0,-1.5917683397501689e-28,0.0,3.7539416020138106e-15
1.5399034900000002,0.0,-7.960511479907305e-16,0.0,-1.4736801859513085e-28,0.0,3.7539416020138106e-15
1.5528759060000001,0.0,-7.955305429320441e-16,0.0,-1.4145182662134062e-28,0.0,3.7539416020138106e-15
1.5594581220000001,0.0,-7.948569776468354e-16,0.0,-1.6587634980543802e-28,0.0,3.7539416020138106e-15
1.5697791410000002,0.0,-7.939891549500977e-16,0.0,-1.5596953469038021e-28,0.0,3.7539416020138106e-15
1.579558698,0.1352109093565058,-7.930661102055461e-16,-0.17240270544244188,-1.5113809868364178e-28,0.0,3.7539416020138106e-15
1.589710159,0.1352109093565058,0.011270431353735675,-0.17240270544244188,-0.04691715955719981,0.0,3.7539416020138106e-15
